Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,12.8,0.38,3.06
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,26.76,-14.41,-35
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,9.44,0.05,0.53
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,208.96,17.08,8.9
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,2.58,0.06,2.38
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,141,15.49,12.34
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,52.05,-2.61,-4.77
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,2.58,0.06,2.38
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,2.58,0.06,2.38
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,687.12,19.88,2.98
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.92,0.05,2.67
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,88.95,18.1,25.55
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,34.44,6.87,24.92
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.3,0,0
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,17.61,-9.48,-34.99
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.36,0.01,2.86
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,143.58,15.55,12.15
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,8.27,0.77,10.27
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,43.23,3.01,7.48
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,21.19,0.62,3.01
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,8.23,0.76,10.17
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,8.27,0.77,10.27
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.04,0.01,33.33
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.69,-0.27,-13.78
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,22.04,2.39,12.16
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,14.79,0.41,2.85
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,5.18,1.02,24.52
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,6.4,0.21,3.39
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,1.36,0.01,0.74
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.04,0.01,33.33
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,225.18,16.22,7.76
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.88,0.05,6.02
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,15.76,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,84.23,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,34.83,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,15.76,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,15.76,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,35.5,4.39,14.11
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,189.68,11.83,6.65
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,78.43,2.75,3.63
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,35.49,4.38,14.08
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,35.5,4.39,14.11
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.01,0.01,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,4.06,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,49.4,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,25.78,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,7.51,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,9.05,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,4.19,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,9.14,0.27,3.04
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,111.25,9.08,8.89
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,58.05,9.13,18.66
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,16.92,4.12,32.19
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,20.38,-6.38,-23.84
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,9.43,-0.01,-0.11
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0.01,0.01,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,225.18,16.22,7.76
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,2.73,0.15,5.81
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,150.88,9.88,7.01
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,54.28,2.23,4.28
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,2.73,0.15,5.81
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,2.73,0.15,5.81
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,682.17,-4.95,-0.72
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.98,0.06,3.13
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,96.6,7.65,8.6
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,40.87,6.43,18.67
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.4,0.1,33.33
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,13.41,-4.2,-23.85
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.35,-0.01,-2.78
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,153.61,10.03,6.99
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,8.41,0.14,1.69
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,44.8,1.57,3.63
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,21.74,0.55,2.6
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,8.37,0.14,1.7
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,8.41,0.14,1.69
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.04,0,0
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.71,0.02,1.18
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,23.06,1.02,4.63
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,14.9,0.11,0.74
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,5.24,0.06,1.16
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,6.84,0.44,6.88
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,1.42,0.06,4.41
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.04,0,0
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,237.55,12.37,5.49
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.92,0.04,4.55
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,14.48,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,85.52,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,35.2,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,14.48,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,14.48,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,34.41,-1.09,-3.07
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,203.13,13.45,7.09
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,83.6,5.17,6.59
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,34.4,-1.09,-3.07
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,34.41,-1.09,-3.07
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.01,0,0
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,3.86,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,50.32,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,25.49,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,6.38,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,9.71,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,4.24,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,9.18,0.04,0.44
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,119.53,8.28,7.44
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,60.54,2.49,4.29
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,15.16,-1.76,-10.4
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,23.06,2.68,13.15
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,10.06,0.63,6.68
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0.01,0,0
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,237.54,12.36,5.49
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0.01,0.01,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,2.72,-0.01,-0.37
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,161.56,10.68,7.08
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,57.79,3.51,6.47
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,2.72,-0.01,-0.37
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Renewables,mtCO2,2.72,-0.01,-0.37
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0,0,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,691.59,9.42,1.38
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Bioenergy,mtCO2,1.98,0,0
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Coal,mtCO2,103.77,7.17,7.42
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Gas,mtCO2,42.62,1.75,4.28
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Hydro,mtCO2,0.36,-0.04,-10
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Fossil,mtCO2,15.17,1.76,13.12
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Other Renewables,mtCO2,0.38,0.03,8.57
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Solar,mtCO2,0,0,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Fuel,Wind,mtCO2,0,0,
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Total,Total emissions,mtCO2,164.28,10.67,6.95
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Clean,GW,8.58,0.17,2.02
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Fossil,GW,45.9,1.1,2.46
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Gas and Other Fossil,GW,20.5,-1.24,-5.7
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,8.5,0.13,1.55
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Renewables,GW,8.58,0.17,2.02
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Aggregate fuel,Wind and Solar,GW,0.08,0.04,100
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Bioenergy,GW,1.73,0.02,1.17
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Coal,GW,25.4,2.34,10.15
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Gas,GW,15.57,0.67,4.5
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Hydro,GW,5.32,0.08,1.53
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Fossil,GW,4.93,-1.91,-27.92
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Other Renewables,GW,1.45,0.03,2.11
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Solar,GW,0.08,0.04,100
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Capacity,Fuel,Wind,GW,0,0,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,243.29,5.74,2.42
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand per capita,Demand per capita,MWh,0.93,0.01,1.09
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,%,13.8,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,%,86.2,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,34.96,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,13.8,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,%,13.8,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,%,0,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Clean,TWh,33.56,-0.85,-2.47
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Fossil,TWh,209.72,6.59,3.24
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,85.06,1.46,1.75
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,33.55,-0.85,-2.47
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Renewables,TWh,33.56,-0.85,-2.47
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.01,0,0
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,%,4.01,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,%,51.24,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,%,22.25,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,%,5.65,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,%,12.71,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,%,4.14,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,%,0,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,%,0,,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Bioenergy,TWh,9.75,0.57,6.21
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Coal,TWh,124.66,5.13,4.29
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Gas,TWh,54.14,-6.4,-10.57
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Hydro,TWh,13.74,-1.42,-9.37
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Fossil,TWh,30.92,7.86,34.08
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Other Renewables,TWh,10.06,0,0
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Solar,TWh,0.01,0,0
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Fuel,Wind,TWh,0,0,
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity generation,Total,Total Generation,TWh,243.28,5.74,2.42
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity imports,Electricity imports,Net Imports,TWh,0.01,0,0
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Clean,mtCO2,2.82,0.1,3.68
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Fossil,mtCO2,166.58,5.02,3.11
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,58.46,0.67,1.16
